COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,2.0,Marta PÉREZ,ESP,26.0,15.38,31.38,48.13,1:05.09,1:21.97,1:39.02,1:55.75,2:12.39,2:28.28,2:44.54,3:00.70,3:17.34,3:34.53,3:52.28,4:10.45
outdoor,Doha (QAT),2019,3 October 2019,26,61,women,1500-metres,semi-final,2.0,Malika AKKAOUI,MAR,32.0,15.60,31.57,48.34,1:05.35,1:22.19,1:39.18,1:55.62,2:12.25,2:28.50,2:45.00,3:01.83,3:19.65,3:37.95,3:56.90,4:16.83
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,1.0,Timothy CHERUIYOT,KEN,24.0,13.59,28.18,43.92,59.14,1:14.72,1:30.12,1:45.03,1:59.96,2:14.57,2:28.73,2:43.05,2:56.74,3:10.27,3:23.49,3:36.53
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,1.0,Taoufik MAKHLOUFI,ALG,31.0,14.11,29.06,44.80,59.95,1:15.31,1:30.76,1:45.59,2:00.58,2:14.98,2:29.07,2:43.28,2:57.16,3:10.50,3:23.63,3:36.69
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,1.0,Neil GOURLEY,GBR,25.0,13.77,28.42,44.15,59.44,1:14.91,1:30.53,1:45.38,2:00.42,2:15.05,2:29.25,2:43.43,2:57.07,3:10.52,3:23.86,3:36.69
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,1.0,Craig ENGELS,USA,25.0,13.63,28.33,44.01,59.31,1:14.82,1:30.33,1:45.21,2:00.18,2:14.89,2:29.09,2:43.49,2:57.44,3:10.86,3:23.83,3:36.69
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,1.0,Kalle BERGLUND,SWE,24.0,14.45,29.46,44.23,59.46,1:14.97,1:30.27,1:45.39,2:00.55,2:15.07,2:29.66,2:43.86,2:57.67,3:11.02,3:24.32,3:36.72
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,1.0,Ben BLANKENSHIP,USA,31.0,13.67,28.62,44.35,59.67,1:15.09,1:30.62,1:45.56,2:00.67,2:15.24,2:29.63,2:43.64,2:57.33,3:10.67,3:24.13,3:36.98
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,1.0,Filip INGEBRIGTSEN,NOR,26.0,14.21,29.21,44.90,1:00.21,1:15.34,1:30.33,1:45.08,2:00.09,2:14.71,2:28.89,2:43.21,2:56.86,3:10.39,3:23.67,3:37.00
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,1.0,Alexis MIELLET,FRA,24.0,14.30,29.28,44.99,1:00.40,1:15.55,1:30.93,1:45.84,2:00.84,2:14.60,2:28.91,2:43.15,2:57.19,3:10.85,3:24.37,3:37.39
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,1.0,Isaac KIMELI,BEL,26.0,14.70,29.45,45.13,1:00.64,1:15.83,1:30.92,1:45.74,2:00.93,2:15.09,2:29.43,2:43.69,2:57.35,3:10.70,3:24.14,3:37.50
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,1.0,Stewart MCSWEYN,AUS,24.0,14.42,29.14,44.44,59.92,1:15.43,1:31.23,1:45.80,2:01.12,2:15.37,2:29.85,2:43.73,2:57.86,3:11.39,3:24.74,3:37.95
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,1.0,Ayanleh SOULEIMAN,DJI,27.0,14.03,28.87,44.21,59.64,1:15.19,1:30.58,1:45.24,2:00.23,2:14.83,2:29.46,2:43.18,2:57.01,3:10.51,3:24.08,3:38.35
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,1.0,Teddese LEMI,ETH,21.0,13.92,29.00,44.65,1:00.00,1:15.70,1:31.29,1:45.41,2:00.41,2:15.20,2:29.69,2:43.68,2:57.62,3:10.82,3:24.82,3:38.79
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,1.0,Jesus GOMEZ,ESP,28.0,13.85,28.86,44.60,1:00.23,1:15.34,1:31.11,1:45.47,2:00.76,2:14.76,2:29.29,2:43.45,2:57.68,3:11.53,3:25.70,3:40.29
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,2.0,Marcin LEWANDOWSKI,POL,32.0,14.91,29.78,44.73,1:00.43,1:15.23,1:30.51,1:44.88,1:59.95,2:14.51,2:29.34,2:43.42,2:57.16,3:09.93,3:23.41,3:36.50
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,2.0,Ronald KWEMOI,KEN,24.0,14.20,28.65,43.67,59.06,1:14.27,1:29.36,1:44.43,1:59.23,2:13.93,2:28.62,2:42.83,2:56.52,3:09.93,3:23.27,3:36.53
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,2.0,Jakob INGEBRIGTSEN,NOR,19.0,15.12,29.92,44.80,1:00.38,1:15.22,1:30.34,1:44.68,1:59.41,2:14.01,2:28.82,2:42.87,2:56.68,3:10.11,3:23.48,3:36.58
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,2.0,Josh KERR,GBR,22.0,14.35,29.42,44.41,1:00.07,1:14.77,1:30.13,1:44.87,2:00.16,2:14.38,2:29.49,2:43.43,2:57.18,3:10.13,3:23.59,3:36.58
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,2.0,Youssouf HISS BACHIR,DJI,33.0,14.84,29.73,44.56,1:00.24,1:15.04,1:30.33,1:45.06,1:59.88,2:14.31,2:29.03,2:43.20,2:56.93,3:10.31,3:23.63,3:36.72
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,2.0,Matthew CENTROWITZ,USA,30.0,14.50,29.34,44.28,59.88,1:14.93,1:30.35,1:45.07,2:00.10,2:14.19,2:28.98,2:42.93,2:56.66,3:10.19,3:23.82,3:36.77
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,2.0,Jake WIGHTMAN,GBR,25.0,14.15,29.14,44.27,59.72,1:14.84,1:29.99,1:44.87,1:59.75,2:14.13,2:29.15,2:43.06,2:56.78,3:10.05,3:23.50,3:36.85
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,2.0,Matthew RAMSDEN,AUS,22.0,14.70,29.52,44.42,59.96,1:14.92,1:30.11,1:44.95,1:59.69,2:14.42,2:29.21,2:43.62,2:57.41,3:10.85,3:24.18,3:37.16
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,2.0,Ronald MUSAGALA,UGA,27.0,14.05,28.95,43.92,59.36,1:14.34,1:29.50,1:44.46,1:59.33,2:13.96,2:28.73,2:43.06,2:56.84,3:10.20,3:23.93,3:37.19
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,2.0,Kevin LÓPEZ,ESP,29.0,13.85,28.81,43.88,59.26,1:14.46,1:29.56,1:44.64,1:59.45,2:14.11,2:28.83,2:43.01,2:56.80,3:10.39,3:23.95,3:37.56
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,2.0,Amos BARTELSMEYER,GER,25.0,14.22,29.07,44.10,59.53,1:14.64,1:29.81,1:44.77,1:59.74,2:14.29,2:29.13,2:43.22,2:56.98,3:10.59,3:24.16,3:37.74
outdoor,Doha (QAT),2019,4 October 2019,26,61,men,1500-metres,semi-final,2.0,Abdelaati IGUIDER,MAR,33.0,14.28,29.08,44.20,59.68,1:14.70,1:29.91,1:44.64,1:59.59,2:14.27,2:29.32,2:42.86,2:56.55,3:09.95,3:23.68,3:42.23
outdoor,Doha (QAT),2019,5 October 2019,27,71,women,1500-metres,final,1.0,Sifan HASSAN,NED,27.0,16.30,32.93,48.20,1:03.53,1:18.89,1:34.45,1:50.15,2:05.95,2:21.58,2:37.26,2:52.61,3:07.41,3:21.75,3:36.27,3:51.95
outdoor,Doha (QAT),2019,5 October 2019,27,71,women,1500-metres,final,1.0,Faith KIPYEGON,KEN,26.0,16.09,33.01,48.34,1:03.81,1:19.09,1:34.57,1:50.28,2:06.11,2:21.75,2:37.44,2:52.95,3:07.91,3:22.68,3:37.87,3:54.22
outdoor,Doha (QAT),2019,5 October 2019,27,71,women,1500-metres,final,1.0,Gudaf TSEGAY,ETH,23.0,15.98,32.87,48.34,1:03.72,1:19.07,1:34.65,1:50.42,2:06.26,2:21.91,2:37.67,2:52.85,3:07.89,3:23.04,3:38.75,3:54.38
outdoor,Doha (QAT),2019,5 October 2019,27,71,women,1500-metres,final,1.0,Shelby HOULIHAN,USA,27.0,15.76,32.30,48.55,1:03.96,1:19.45,1:34.96,1:50.72,2:06.66,2:22.06,2:37.83,2:53.17,3:08.29,3:23.40,3:38.92,3:54.99
outdoor,Doha (QAT),2019,5 October 2019,27,71,women,1500-metres,final,1.0,Laura MUIR,GBR,26.0,16.53,33.33,49.19,1:04.73,1:19.67,1:35.35,1:50.87,2:06.87,2:22.01,2:37.56,2:52.75,3:07.66,3:22.84,3:38.67,3:55.76
outdoor,Doha (QAT),2019,5 October 2019,27,71,women,1500-metres,final,1.0,Gabriela DEBUES-STAFFORD,CAN,24.0,15.61,32.12,48.50,1:03.90,1:19.27,1:34.90,1:50.68,2:06.50,2:22.16,2:37.93,2:53.36,3:08.50,3:23.47,3:39.12,3:56.12
outdoor,Doha (QAT),2019,5 October 2019,27,71,women,1500-metres,final,1.0,Winny CHEBET,KEN,29.0,15.85,32.61,48.51,1:03.95,1:19.27,1:34.79,1:50.51,2:06.23,2:21.93,2:37.74,2:53.15,3:08.26,3:23.78,3:40.46,3:58.20
outdoor,Doha (QAT),2019,5 October 2019,27,71,women,1500-metres,final,1.0,Jenny SIMPSON,USA,33.0,15.74,32.43,48.65,1:04.20,1:19.66,1:35.17,1:50.62,2:06.44,2:22.34,2:38.22,2:54.02,3:09.79,3:25.77,3:42.13,3:58.42
outdoor,Doha (QAT),2019,5 October 2019,27,71,women,1500-metres,final,1.0,Rababe ARAFI,MAR,29.0,16.08,33.04,48.73,1:04.25,1:19.43,1:35.07,1:50.84,2:06.73,2:22.30,2:38.11,2:53.77,3:09.57,3:25.91,3:42.63,3:59.93
outdoor,Doha (QAT),2019,5 October 2019,27,71,women,1500-metres,final,1.0,Ciara MAGEEAN,IRL,28.0,15.96,32.65,48.98,1:04.64,1:20.05,1:35.60,1:51.24,2:07.17,2:22.95,2:38.86,2:55.20,3:11.23,3:27.59,3:43.63,4:00.15
outdoor,Doha (QAT),2019,5 October 2019,27,71,women,1500-metres,final,1.0,Winnie NANYONDO,UGA,26.0,15.99,32.82,48.84,1:04.45,1:19.89,1:35.51,1:51.09,2:07.06,2:22.84,2:38.70,2:54.71,3:10.90,3:26.85,3:43.19,4:00.63
outdoor,Doha (QAT),2019,5 October 2019,27,71,women,1500-metres,final,1.0,Nikki HILTZ,USA,25.0,15.85,32.43,48.76,1:04.41,1:20.03,1:35.77,1:51.43,2:07.54,2:23.92,2:40.26,2:57.63,3:15.24,3:32.75,3:50.03,4:06.68
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,1500-metres,final,1.0,Timothy CHERUIYOT,KEN,24.0,13.46,27.09,41.06,55.01,1:08.91,1:22.88,1:37.15,1:51.74,2:06.19,2:20.49,2:34.54,2:48.22,3:01.73,3:15.37,3:29.26
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,1500-metres,final,1.0,Taoufik MAKHLOUFI,ALG,31.0,13.67,27.73,41.91,56.00,1:09.94,1:24.24,1:38.85,1:53.78,2:08.40,2:22.97,2:36.97,2:50.88,3:04.46,3:17.90,3:31.38
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,1500-metres,final,1.0,Marcin LEWANDOWSKI,POL,32.0,14.40,28.60,42.67,56.79,1:11.03,1:25.26,1:39.66,1:54.45,2:08.90,2:23.61,2:37.62,2:51.54,3:04.65,3:18.06,3:31.46
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,1500-metres,final,1.0,Jakob INGEBRIGTSEN,NOR,19.0,14.17,28.24,42.39,56.54,1:10.59,1:24.75,1:39.14,1:53.91,2:08.37,2:22.96,2:37.15,2:51.04,3:04.66,3:18.09,3:31.70
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,1500-metres,final,1.0,Jake WIGHTMAN,GBR,25.0,14.06,28.41,42.81,57.09,1:11.18,1:25.31,1:39.60,1:54.29,2:08.59,2:23.14,2:37.59,2:51.74,3:04.89,3:18.25,3:31.87
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,1500-metres,final,1.0,Josh KERR,GBR,22.0,14.00,28.47,42.92,57.48,1:11.51,1:25.72,1:39.99,1:54.52,2:08.83,2:23.37,2:37.39,2:51.27,3:04.77,3:18.53,3:32.52
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,1500-metres,final,1.0,Ronald KWEMOI,KEN,24.0,13.55,27.30,41.28,55.22,1:09.18,1:23.16,1:37.46,1:52.12,2:06.82,2:21.79,2:36.81,2:51.09,3:04.95,3:18.79,3:32.72
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,1500-metres,final,1.0,Matthew CENTROWITZ,USA,30.0,13.84,28.30,42.05,55.80,1:09.72,1:24.04,1:38.76,1:53.80,2:08.58,2:23.24,2:37.51,2:51.52,3:05.20,3:19.02,3:32.81
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,1500-metres,final,1.0,Kalle BERGLUND,SWE,24.0,14.55,28.79,43.09,57.70,1:11.70,1:26.03,1:40.44,1:54.89,2:09.39,2:23.88,2:38.37,2:52.58,3:06.68,3:20.41,3:33.70
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,1500-metres,final,1.0,Craig ENGELS,USA,25.0,13.80,28.08,42.51,56.61,1:10.78,1:25.07,1:39.46,1:54.14,2:08.74,2:23.40,2:37.85,2:52.21,3:06.31,3:19.99,3:34.24
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,1500-metres,final,1.0,Neil GOURLEY,GBR,25.0,13.70,27.97,42.32,56.37,1:10.69,1:25.00,1:39.47,1:54.24,2:08.88,2:23.50,2:37.81,2:52.06,3:06.25,3:21.37,3:37.30
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,1500-metres,final,1.0,Youssouf HISS BACHIR,DJI,33.0,14.71,29.02,42.90,56.89,1:10.67,1:24.88,1:39.34,1:53.96,2:08.23,2:22.79,2:37.17,2:51.41,3:05.94,3:21.74,3:37.96
indoor,,2025,21 March 2025,,,women,1500-metres,heats,1.0,Gudaf TSEGAY,ETH,28.0,18.27,36.90,55.78,1:13.73,1:31.77,1:49.35,2:06.77,2:23.72,2:40.81,2:55.94,3:11.64,3:26.88,3:42.17,3:56.96,4:11.87
indoor,,2025,21 March 2025,,,women,1500-metres,heats,1.0,Sinclaire JOHNSON,USA,27.0,17.60,36.21,55.21,1:12.93,1:31.03,1:48.56,2:06.28,2:23.59,2:40.95,2:56.35,3:12.07,3:27.29,3:42.45,3:57.13,4:12.18
indoor,,2025,21 March 2025,,,women,1500-metres,heats,1.0,Susan Lokayo EJORE,KEN,29.0,17.77,36.40,55.11,1:12.79,1:30.92,1:48.56,2:06.31,2:23.60,2:40.92,2:56.33,3:11.88,3:27.17,3:42.53,3:57.38,4:12.41
indoor,,2025,21 March 2025,,,women,1500-metres,heats,1.0,Simone PLOURDE,CAN,25.0,17.50,36.15,55.20,1:13.14,1:31.05,1:48.81,2:06.58,2:23.74,2:41.28,2:56.68,3:12.19,3:27.57,3:42.87,3:57.93,4:13.97
indoor,,2025,21 March 2025,,,women,1500-metres,heats,1.0,Sintayehu VISSA,ITA,29.0,17.46,36.05,55.14,1:12.99,1:31.20,1:48.65,2:06.54,2:23.78,2:41.22,2:56.63,3:12.33,3:27.84,3:43.31,3:58.54,4:14.25
indoor,,2025,21 March 2025,,,women,1500-metres,heats,1.0,Joceline WIND,SUI,25.0,17.98,36.67,55.49,1:13.26,1:31.38,1:49.11,2:06.95,2:24.03,2:41.60,2:57.37,3:12.95,3:28.81,3:45.28,4:01.55,4:17.81
indoor,,2025,21 March 2025,,,women,1500-metres,heats,1.0,Anita POMA,PER,21.0,17.82,36.51,54.88,1:12.60,1:30.67,1:48.39,2:06.12,2:23.45,2:41.17,2:57.37,3:13.76,3:30.49,3:47.91,4:04.70,4:21.77
indoor,,2025,21 March 2025,,,women,1500-metres,heats,1.0,July FERREIRA DA SILVA,BRA,30.0,17.85,36.50,55.42,1:13.46,1:31.41,1:49.03,2:06.79,2:24.03,2:41.88,2:58.08,3:14.41,3:30.80,3:48.02,4:05.06,4:22.24
indoor,,2025,21 March 2025,,,women,1500-metres,heats,2.0,Georgia HUNTER BELL,GBR,31.0,17.59,35.70,54.31,1:12.25,1:29.84,1:47.05,2:04.22,2:20.68,2:36.92,2:52.99,3:09.02,3:24.42,3:39.66,3:54.29,4:09.21
indoor,,2025,21 March 2025,,,women,1500-metres,heats,2.0,Georgia GRIFFITH,AUS,28.0,18.17,36.35,55.03,1:12.91,1:30.73,1:47.71,2:04.94,2:21.43,2:37.58,2:53.08,3:09.23,3:24.55,3:39.96,3:54.53,4:09.78
indoor,,2025,21 March 2025,,,women,1500-metres,heats,2.0,Esther GUERRERO,ESP,35.0,17.47,35.58,54.20,1:12.08,1:29.90,1:46.99,2:04.32,2:20.92,2:36.96,2:53.15,3:09.27,3:24.68,3:40.13,3:54.82,4:09.90
indoor,,2025,21 March 2025,,,women,1500-metres,heats,2.0,Worknesh MESELE,ETH,24.0,17.98,36.28,54.89,1:12.78,1:30.51,1:47.42,2:04.65,2:21.37,2:37.49,2:53.41,3:09.51,3:24.86,3:40.35,3:55.04,4:10.61
indoor,,2025,21 March 2025,,,women,1500-metres,heats,2.0,Gabija GALVYDYT Ė,LTU,25.0,17.72,35.98,54.45,1:12.37,1:30.23,1:47.20,2:04.50,2:20.64,2:36.82,2:52.92,3:09.13,3:24.71,3:40.30,3:55.60,4:11.69
indoor,,2025,21 March 2025,,,women,1500-metres,heats,2.0,Maia RAMSDEN,NZL,23.0,17.72,35.99,54.62,1:12.55,1:29.82,1:47.17,2:04.47,2:21.04,2:37.23,2:53.28,3:09.69,3:25.47,3:41.59,3:57.88,4:14.89
indoor,,2025,21 March 2025,,,women,1500-metres,heats,2.0,Vera SJÖBERG,SWE,24.0,17.92,35.97,54.69,1:12.31,1:30.46,1:47.46,2:04.69,2:21.31,2:37.64,2:53.65,3:10.01,3:26.02,3:42.68,3:59.52,4:17.35
indoor,,2025,21 March 2025,,,women,1500-metres,heats,2.0,María Pía FERNÁNDEZ,URU,30.0,18.29,36.53,55.13,1:13.08,1:30.64,1:47.80,2:04.97,2:21.62,2:38.06,2:54.17,3:10.59,3:27.44,3:45.00,4:02.55,4:21.39
indoor,,2025,21 March 2025,,,women,1500-metres,heats,3.0,Diribe WELTEJI,ETH,23.0,17.62,35.87,54.71,1:12.59,1:30.82,1:48.48,2:06.16,2:23.49,2:40.75,2:56.89,3:12.57,3:28.04,3:43.15,3:57.55,4:12.25
indoor,,2025,21 March 2025,,,women,1500-metres,heats,3.0,Heather MACLEAN,USA,30.0,18.00,36.42,55.15,1:13.15,1:31.35,1:48.84,2:06.55,2:23.91,2:40.86,2:56.65,3:12.35,3:27.85,3:43.27,3:57.93,4:13.26
indoor,,2025,21 March 2025,,,women,1500-metres,heats,3.0,Salomé AFONSO,POR,27.0,17.81,36.11,54.89,1:12.78,1:30.98,1:48.62,2:06.30,2:23.65,2:40.87,2:56.85,3:12.82,3:28.57,3:43.85,3:58.42,4:13.39
indoor,,2025,21 March 2025,,,women,1500-metres,heats,3.0,Lucia STAFFORD,CAN,27.0,17.81,35.99,54.90,1:12.78,1:31.02,1:48.73,2:06.32,2:23.65,2:40.95,2:57.02,3:12.70,3:28.21,3:43.60,3:58.27,4:13.45
indoor,,2025,21 March 2025,,,women,1500-metres,heats,3.0,Revee WALCOTT-NOLAN,GBR,30.0,18.19,36.20,54.99,1:12.88,1:31.15,1:48.57,2:06.50,2:23.91,2:41.01,2:56.95,3:12.81,3:28.68,3:44.28,3:59.03,4:14.76
indoor,,2025,21 March 2025,,,women,1500-metres,heats,3.0,Sophie O'SULLIVAN,IRL,23.0,18.11,36.38,55.09,1:13.13,1:31.42,1:49.14,2:06.91,2:24.27,2:41.24,2:57.57,3:13.74,3:29.20,3:45.60,4:01.25,4:16.68
indoor,,2025,21 March 2025,,,women,1500-metres,heats,3.0,Claire UWITONZE,RWA,19.0,18.53,36.64,55.40,1:13.35,1:31.61,1:49.03,2:06.85,2:23.99,2:41.19,2:57.40,3:13.20,3:29.46,3:45.47,4:00.90,4:17.33
indoor,,2025,21 March 2025,,,women,1500-metres,heats,3.0,Laura NAGEL,NZL,33.0,18.01,36.22,55.08,1:13.04,1:31.27,1:48.90,2:06.70,2:24.01,2:41.38,2:57.79,3:13.88,3:29.58,3:45.91,4:01.62,4:18.61
indoor,,2025,21 March 2025,,,women,1500-metres,heats,3.0,Hui XU,CHN,22.0,18.48,36.54,55.18,1:13.13,1:31.06,1:48.76,2:06.73,2:24.06,2:41.58,2:58.40,3:16.10,3:34.36,3:53.88,4:13.70,4:33.65
indoor,,2025,21 March 2025,,,men,1500-metres,heats,1.0,Neil GOURLEY,GBR,30.0,15.88,30.57,45.53,1:00.34,1:15.29,1:29.79,1:44.79,1:59.44,2:13.96,2:28.29,2:42.51,2:56.17,3:09.66,3:22.88,3:36.60
indoor,,2025,21 March 2025,,,men,1500-metres,heats,1.0,Samuel PRAKEL,USA,30.0,15.14,29.72,44.65,59.49,1:14.41,1:29.15,1:44.12,1:58.77,2:13.79,2:28.35,2:42.70,2:56.39,3:09.84,3:23.04,3:36.93
indoor,,2025,21 March 2025,,,men,1500-metres,heats,1.0,Adrián BEN,ESP,27.0,15.72,30.36,45.30,1:00.13,1:15.00,1:29.60,1:44.57,1:59.20,2:14.16,2:28.47,2:42.91,2:56.38,3:10.05,3:23.24,3:36.95
indoor,,2025,21 March 2025,,,men,1500-metres,heats,1.0,Ruben VERHEYDEN,BEL,24.0,15.50,30.22,45.09,59.94,1:14.80,1:29.28,1:44.33,1:59.08,2:13.95,2:28.67,2:43.10,2:56.81,3:10.35,3:23.99,3:37.94
indoor,,2025,21 March 2025,,,men,1500-metres,heats,1.0,Charles GRETHEN,LUX,33.0,15.35,29.69,44.92,59.73,1:14.67,1:29.31,1:44.38,1:59.17,2:14.35,2:28.81,2:43.35,2:56.94,3:10.29,3:23.68,3:38.10
indoor,,2025,21 March 2025,,,men,1500-metres,heats,1.0,Filip SASÍNEK,CZE,29.0,15.03,29.54,44.53,59.24,1:14.25,1:28.96,1:43.90,1:58.70,2:13.68,2:28.45,2:43.61,2:57.62,3:12.00,3:26.15,3:40.86
indoor,,2025,21 March 2025,,,men,1500-metres,heats,2.0,Jakob INGEBRIGTSEN,NOR,25.0,17.48,32.97,48.28,1:03.24,1:18.43,1:33.20,1:48.10,2:03.06,2:17.91,2:32.39,2:47.04,3:00.74,3:14.06,3:26.69,3:39.80
indoor,,2025,21 March 2025,,,men,1500-metres,heats,2.0,Raphael PALLITSCH,AUT,35.0,16.61,31.68,47.02,1:02.06,1:17.37,1:32.27,1:47.48,2:02.60,2:17.10,2:31.60,2:46.01,2:59.80,3:13.68,3:26.84,3:40.08
indoor,,2025,21 March 2025,,,men,1500-metres,heats,2.0,Andrew COSCORAN,IRL,29.0,17.00,32.68,48.05,1:03.03,1:18.21,1:32.93,1:47.90,2:02.72,2:17.51,2:31.85,2:46.31,3:00.15,3:14.05,3:27.16,3:40.79
indoor,,2025,21 March 2025,,,men,1500-metres,heats,2.0,Joao BUSSOTTI NEVES,ITA,32.0,16.55,31.94,47.28,1:02.21,1:17.60,1:32.53,1:47.65,2:02.88,2:17.66,2:32.09,2:46.51,2:59.98,3:13.82,3:27.07,3:40.92
indoor,,2025,21 March 2025,,,men,1500-metres,heats,2.0,Foster MALLECK,CAN,24.0,16.44,31.38,46.75,1:01.82,1:17.13,1:32.07,1:47.21,2:02.30,2:17.34,2:31.90,2:46.77,3:00.52,3:14.40,3:28.02,3:42.55
indoor,,2025,21 March 2025,,,men,1500-metres,heats,2.0,Seyedamir ZAMANPOUR,IRI,25.0,16.84,32.22,47.57,1:02.59,1:17.88,1:32.71,1:47.37,2:02.29,2:17.00,2:31.49,2:46.24,3:00.03,3:14.15,3:28.22,3:43.37
indoor,,2025,21 March 2025,,,men,1500-metres,heats,2.0,Aarón Alexander HERNÁNDEZ BOL,ESA,25.0,16.90,32.36,47.78,1:02.80,1:18.08,1:32.92,1:48.29,2:03.38,2:18.81,2:34.56,2:51.22,3:08.10,3:25.74,3:41.50,3:57.77
indoor,,2025,21 March 2025,,,men,1500-metres,heats,3.0,Luke HOUSER,USA,24.0,16.29,32.05,47.71,1:02.92,1:18.50,1:33.56,1:49.12,2:04.04,2:18.66,2:32.61,2:46.73,3:00.56,3:14.48,3:27.56,3:41.16
indoor,,2025,21 March 2025,,,men,1500-metres,heats,3.0,Samuel PIHLSTRÖM,SWE,24.0,16.23,31.72,47.44,1:02.63,1:18.17,1:33.23,1:48.65,2:03.62,2:18.31,2:32.12,2:46.43,3:00.37,3:14.48,3:28.21,3:42.21
indoor,,2025,21 March 2025,,,men,1500-metres,heats,3.0,Oliver HOARE,AUS,28.0,16.08,31.80,47.56,1:02.83,1:18.25,1:33.34,1:48.81,2:03.64,2:18.50,2:32.41,2:46.60,3:00.18,3:14.19,3:28.00,3:42.29
indoor,,2025,21 March 2025,,,men,1500-metres,heats,3.0,Kieran LUMB,CAN,27.0,16.31,31.99,47.69,1:02.64,1:18.34,1:33.43,1:48.89,2:03.80,2:18.29,2:32.25,2:46.24,3:00.09,3:14.21,3:27.97,3:42.32
indoor,,2025,21 March 2025,,,men,1500-metres,heats,3.0,Dezhu LIU,CHN,25.0,16.48,32.26,47.90,1:03.11,1:18.65,1:33.71,1:49.22,2:04.21,2:18.70,2:32.74,2:46.98,3:00.96,3:15.27,3:29.13,3:43.55
indoor,,2025,21 March 2025,,,men,1500-metres,heats,3.0,Uģis JOCIS,LAT,32.0,16.70,32.53,48.11,1:03.33,1:18.82,1:33.85,1:49.45,2:04.56,2:19.18,2:34.14,2:49.24,3:03.98,3:19.49,3:34.49,3:50.27
indoor,,2025,21 March 2025,,,men,1500-metres,heats,3.0,Hugh KENT,GUM,19.0,16.28,32.02,47.93,1:03.22,1:19.05,1:34.62,1:50.86,2:06.93,2:23.71,2:40.50,2:58.08,3:15.12,3:32.83,3:50.12,4:07.37
indoor,,2025,21 March 2025,,,men,1500-metres,heats,4.0,Mariano GARCÍA,ESP,27.0,18.49,37.49,58.06,1:17.44,1:36.35,1:54.55,2:12.68,2:29.70,2:44.34,2:57.62,3:11.29,3:24.31,3:37.14,3:49.50,4:02.68
indoor,,2025,21 March 2025,,,men,1500-metres,heats,4.0,Isaac NADER,POR,26.0,17.98,37.00,57.43,1:16.69,1:35.79,1:53.96,2:12.15,2:29.53,2:44.12,2:57.77,3:11.29,3:24.40,3:37.26,3:49.65,4:02.75
